MaritalStatus,MaritalStatusLabel,ApplicationMode,ApplicationModeLabel,ApplicatioOrder,Course,CourseLabel,DaytimeEveningAttendance,AttendanceTiming,PreviousQualification,Nationality,NationalityLabel,MotherQualification,MotherQualLabel,FatherQualification,FatherQualLabel,MotherOccupation,MotherOccLabel,FatherOccupation,FatherOccLabel,Displaced,EducationalSpecialNeeds,SpecialNeedsLabel,Debtor,DebtorLabel,TuitionFeesUpToDate,Gender,GenderLabel,ScholarshipHolder,ScholarshipHolderLabel,AgeAtEnrollment,AgeBand,International,CurricularUnits1stSem_credited,CurricularUnits1stSem_enrolled,CurricularUnits1stSem_evaluations,CurricularUnits1stSe_approved,CurricularUnits1stSem_grade,CurricularUnits1stSem_withoutevaluations,CurricularUnits2ndtSem_credited,CurricularUnits2ndtSem_enrolled,CurricularUnits2ndtSem_evaluations,CurricularUnits2ndtSem_approved,CurricularUnits2ndtSem_grade,CurricularUnits2ndtSem_withoutevaluations,TotalGrades,TotalUnitsApproved,AverageGrade1stAnd2ndSem,GradeBand,TotalCreditsEarned,TotalUnitsEnrolled,TotalUnitsApproved2,PassRates,UnemploymentRate,InflationRate,GDP,RiskLevel,Target,is_Dropout
1,Single,1,Regular,1,15,Psychology,1,Daytime,1,1,India,3,Middle,14,Professional,3,Teacher,4,Government Employee,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,6,6,6,13,0,0,6,7,6,11.66666667,0,24.66666667,12,12.33333333,9-12.9,0,12,12,1,8.9,1.4,3.51,Low Risk,Graduate,0
4,Widowed,12,Evening Program,1,16,Sociology,1,Daytime,12,1,India,23,Specialized Training,14,Professional,10,Nurse,10,Technician,0,0,No,1,Yes,0,0,Female,0,No,33,>30,0,0,7,7,7,12.85714286,0,0,7,8,6,12.66666667,0,25.52380952,13,12.76190476,9-12.9,0,14,13,0.928571429,8.9,1.4,3.51,Low Risk,Enrolled,0
2,Married,1,Regular,4,12,Economics,1,Daytime,1,1,India,23,Specialized Training,28,Bachelor of Science,6,Business,6,Engineer,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,7,10,7,14.455,0,0,8,8,8,13.91,0,28.365,15,14.1825,13+,0,15,15,1,15.5,2.8,-4.06,Medium Risk,Graduate,0
1,Single,1,Regular,1,14,English,1,Daytime,1,1,India,1,No Schooling,14,Professional,5,Private Employee,5,Private Employee,0,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,6,8,6,14,0,0,6,7,6,13.28571429,0,27.28571429,12,13.64285714,13+,0,12,12,1,11.1,0.6,2.02,Medium Risk,Graduate,0
1,Single,1,Regular,3,15,Psychology,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,5,Private Employee,5,Private Employee,1,0,No,0,No,1,0,Female,1,Yes,20,20-25,0,0,6,6,6,13.5,0,0,6,7,6,12.66666667,0,26.16666667,12,13.08333333,13+,0,12,12,1,11.1,0.6,2.02,Medium Risk,Graduate,0
1,Single,1,Regular,2,11,Chemistry,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,7,Self-Employed,7,Doctor,1,0,No,0,No,0,0,Female,0,No,20,20-25,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,<5,0,12,0,0,11.1,0.6,2.02,Medium Risk,Dropout,1
1,Single,8,Quota,2,3,Mechanical Engg,0,Evening,1,1,India,13,IT Certification,1,No Schooling,2,Worker,2,Businessman,0,0,No,0,No,1,0,Female,1,Yes,20,20-25,0,0,6,6,6,11.66666667,0,0,6,12,5,14,0,25.66666667,11,12.83333333,9-12.9,0,12,11,0.916666667,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,8,Quota,1,6,Electronics Engg,1,Daytime,1,1,India,1,No Schooling,27,Bachelor of Arts,5,Private Employee,10,Technician,1,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,5,6,4,12,0,0,5,8,5,13.33333333,1,25.33333333,9,12.66666667,9-12.9,0,10,9,0.9,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,1,Regular,3,10,Physics,1,Daytime,1,1,India,23,Specialized Training,27,Bachelor of Arts,9,Doctor,9,Accountant,1,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,6,7,6,11.71428571,0,0,6,6,6,11.83333333,0,23.54761905,12,11.77380952,9-12.9,0,12,12,1,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,8,Quota,3,10,Physics,1,Daytime,1,1,India,26,High Vocational,1,No Schooling,3,Teacher,4,Government Employee,1,0,No,0,No,1,0,Female,0,No,21,20-25,0,0,6,8,6,12.66666667,0,0,6,7,6,12.42857143,0,25.0952381,12,12.54761905,9-12.9,0,12,12,1,11.1,0.6,2.02,Medium Risk,Graduate,0
1,Single,12,Evening Program,1,6,Electronics Engg,1,Daytime,1,1,India,3,Middle,3,Middle,5,Private Employee,3,Teacher,1,0,No,0,No,1,0,Female,0,No,26,26-30,0,0,6,11,3,11.75,0,0,6,19,4,12.8,0,24.55,7,12.275,9-12.9,0,12,7,0.583333333,12.4,0.5,1.79,Medium Risk,Enrolled,0
1,Single,8,Quota,1,10,Physics,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,9,Doctor,7,Doctor,0,0,No,0,No,1,0,Female,0,No,21,20-25,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,<5,0,12,0,0,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,1,Regular,4,12,Economics,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,6,Business,6,Engineer,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,8,8,7,12.32857143,0,0,8,8,7,12.32857143,0,24.65714286,14,12.32857143,9-12.9,0,16,14,0.875,12.7,3.7,-1.7,Medium Risk,Graduate,0
5,Separated,12,Evening Program,1,16,Sociology,1,Daytime,12,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,9,Accountant,0,0,No,0,No,1,0,Female,0,No,27,26-30,0,0,7,14,6,11.66666667,0,0,7,10,1,10,0,21.66666667,7,10.83333333,9-12.9,0,14,7,0.5,12.4,0.5,1.79,Medium Risk,Dropout,1
1,Single,14,Scholarship,1,5,Electrical Engg,1,Daytime,1,1,India,1,No Schooling,28,Bachelor of Science,4,Government Employee,10,Technician,1,0,No,0,No,1,0,Female,1,Yes,20,20-25,0,5,12,12,12,13.25,0,5,12,12,11,12.72727273,0,25.97727273,23,12.98863636,9-12.9,10,24,23,0.958333333,15.5,2.8,-4.06,Medium Risk,Graduate,0
1,Single,14,Scholarship,1,14,English,1,Daytime,14,1,India,13,IT Certification,3,Middle,8,Professional,11,Professional,0,0,No,0,No,1,0,Female,0,No,21,20-25,0,0,6,8,5,11.83333333,0,0,6,8,4,13.25,2,25.08333333,9,12.54166667,9-12.9,0,12,9,0.75,16.2,0.3,-0.92,Medium Risk,Enrolled,0
1,Single,8,Quota,1,13,Management,1,Daytime,1,1,India,23,Specialized Training,27,Bachelor of Arts,10,Nurse,10,Technician,1,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,7,7,7,13.3,0,0,8,8,8,15.125,0,28.425,15,14.2125,13+,0,15,15,1,15.5,2.8,-4.06,Medium Risk,Graduate,0
1,Single,15,Reserved Category,1,6,Electronics Engg,1,Daytime,14,1,India,1,No Schooling,14,Professional,10,Nurse,10,Technician,1,0,No,0,No,1,0,Female,0,No,20,20-25,0,1,6,13,6,12.55555556,0,1,6,11,5,11.8,0,24.35555556,11,12.17777778,9-12.9,2,12,11,0.916666667,16.2,0.3,-0.92,Medium Risk,Enrolled,0
1,Single,1,Regular,1,15,Psychology,1,Daytime,1,1,India,1,No Schooling,14,Professional,5,Private Employee,11,Professional,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,6,6,6,12.83333333,0,0,6,7,6,12.16666667,0,25,12,12.5,9-12.9,0,12,12,1,11.1,0.6,2.02,Medium Risk,Graduate,0
1,Single,15,Reserved Category,1,10,Physics,1,Daytime,14,1,India,1,No Schooling,1,No Schooling,4,Government Employee,6,Engineer,0,0,No,0,No,1,0,Female,1,Yes,20,20-25,0,3,6,6,6,12.83333333,0,2,6,6,6,12.83333333,0,25.66666667,12,12.83333333,9-12.9,5,12,12,1,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,1,Regular,2,6,Electronics Engg,1,Daytime,1,1,India,1,No Schooling,14,Professional,5,Private Employee,11,Professional,1,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,5,10,3,12.66666667,1,0,5,7,3,13,0,25.66666667,6,12.83333333,9-12.9,0,10,6,0.6,12.7,3.7,-1.7,Medium Risk,Graduate,0
1,Single,1,Regular,5,12,Economics,1,Daytime,1,1,India,22,Trade,3,Middle,10,Nurse,3,Teacher,1,0,No,0,No,1,0,Female,0,No,20,20-25,0,0,7,8,6,13.27142857,0,0,8,8,7,14.47142857,0,27.74285714,13,13.87142857,13+,0,15,13,0.866666667,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,1,Regular,1,17,Other,0,Evening,1,1,India,13,IT Certification,27,Bachelor of Arts,6,Business,9,Accountant,0,0,No,0,No,1,0,Female,1,Yes,20,20-25,0,0,5,5,5,12.4,0,0,5,6,5,12.83333333,0,25.23333333,10,12.61666667,9-12.9,0,10,10,1,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,15,Reserved Category,1,6,Electronics Engg,1,Daytime,14,1,India,23,Specialized Training,1,No Schooling,6,Business,6,Engineer,0,0,No,0,No,1,0,Female,0,No,20,20-25,0,0,5,10,2,14.5,1,0,5,7,4,11.25,0,25.75,6,12.875,9-12.9,0,10,6,0.6,12.7,3.7,-1.7,Medium Risk,Enrolled,0
1,Single,1,Regular,3,10,Physics,1,Daytime,1,1,India,13,IT Certification,1,No Schooling,8,Professional,11,Professional,1,0,No,1,Yes,1,0,Female,0,No,19,<20,0,0,6,7,0,0,0,0,5,5,0,0,0,0,0,0,<5,0,11,0,0,13.9,-0.3,0.79,Medium Risk,Dropout,1
1,Single,1,Regular,1,15,Psychology,1,Daytime,1,1,India,3,Middle,3,Middle,15,Retired,20,Clerical Staff,0,0,No,0,No,1,0,Female,0,No,18,<20,0,0,6,7,6,14.28571429,0,0,6,8,6,13.25,0,27.53571429,12,13.76785714,13+,0,12,12,1,8.9,1.4,3.51,Low Risk,Graduate,0
1,Single,1,Regular,1,6,Electronics Engg,1,Daytime,1,1,India,23,Specialized Training,28,Bachelor of Science,10,Nurse,11,Professional,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,5,7,3,12.33333333,0,0,5,9,5,12.6,0,24.93333333,8,12.46666667,9-12.9,0,10,8,0.8,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,8,Quota,1,12,Economics,1,Daytime,1,1,India,23,Specialized Training,27,Bachelor of Arts,10,Nurse,9,Accountant,1,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,7,10,6,12.58333333,0,0,8,8,7,12.67142857,0,25.2547619,13,12.62738095,9-12.9,0,15,13,0.866666667,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,1,Regular,6,12,Economics,1,Daytime,1,1,India,10,PhD,27,Bachelor of Arts,6,Business,10,Technician,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,7,8,6,13.73166667,0,0,8,10,7,13.77142857,0,27.50309524,13,13.75154762,13+,0,15,13,0.866666667,12.4,0.5,1.79,Medium Risk,Dropout,1
1,Single,12,Evening Program,1,4,Civil Engg,1,Daytime,12,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,5,Private Employee,0,0,No,0,No,1,1,Male,0,No,43,>30,0,0,6,8,6,12.875,0,0,6,14,5,12.14285714,0,25.01785714,11,12.50892857,9-12.9,0,12,11,0.916666667,16.2,0.3,-0.92,Medium Risk,Enrolled,0
2,Married,13,Day Program,1,5,Electrical Engg,1,Daytime,1,1,India,22,Trade,17,Associate,1,Housewife,5,Private Employee,0,0,No,0,No,1,1,Male,0,No,47,>30,0,8,10,14,8,14.625,0,5,7,7,5,13.4,0,28.025,13,14.0125,13+,13,17,13,0.764705882,9.4,-0.8,-3.12,High Risk,Dropout,1
1,Single,13,Day Program,1,9,Mathematics,1,Daytime,1,1,India,19,Postgraduate,24,Short Courses,13,Student,13,Entrepreneur,1,0,No,0,No,0,1,Male,0,No,23,20-25,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,0,<5,0,5,0,0,7.6,2.6,0.32,Medium Risk,Dropout,1
1,Single,1,Regular,1,10,Physics,1,Daytime,1,14,Russia,13,IT Certification,14,Professional,10,Nurse,10,Technician,1,0,No,1,Yes,1,0,Female,1,Yes,19,<20,1,0,6,8,6,12.66666667,0,0,6,7,6,12.66666667,0,25.33333333,12,12.66666667,9-12.9,0,12,12,1,8.9,1.4,3.51,Low Risk,Graduate,0
1,Single,13,Day Program,1,12,Economics,1,Daytime,1,1,India,3,Middle,3,Middle,3,Teacher,3,Teacher,1,0,No,0,No,1,0,Female,0,No,20,20-25,0,0,8,11,6,12.49166667,0,0,8,11,6,12.49166667,0,24.98333333,12,12.49166667,9-12.9,0,16,12,0.75,12.7,3.7,-1.7,Medium Risk,Graduate,0
1,Single,1,Regular,1,2,IT,1,Daytime,1,1,India,1,No Schooling,3,Middle,5,Private Employee,5,Private Employee,1,0,No,0,No,1,0,Female,1,Yes,19,<20,0,6,12,12,12,13.66666667,0,4,11,12,11,14.16666667,0,27.83333333,23,13.91666667,13+,10,23,23,1,8.9,1.4,3.51,Low Risk,Graduate,0
1,Single,8,Quota,1,6,Electronics Engg,1,Daytime,1,6,UK,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,1,0,No,0,No,1,0,Female,0,No,19,<20,1,0,6,13,6,16,0,0,6,8,6,14.5,0,30.5,12,15.25,13+,0,12,12,1,15.5,2.8,-4.06,Medium Risk,Graduate,0
1,Single,15,Reserved Category,1,6,Electronics Engg,1,Daytime,14,1,India,13,IT Certification,27,Bachelor of Arts,5,Private Employee,8,Lawyer,1,0,No,0,No,1,0,Female,0,No,19,<20,0,2,6,8,6,14.14285714,0,1,6,7,6,13,0,27.14285714,12,13.57142857,13+,3,12,12,1,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,12,Evening Program,1,3,Mechanical Engg,0,Evening,12,1,India,13,IT Certification,14,Professional,22,Scientist,27,Technical Staff,0,0,No,1,Yes,1,0,Female,1,Yes,39,>30,0,0,6,9,6,11.83333333,0,0,6,9,4,13.75,0,25.58333333,10,12.79166667,9-12.9,0,12,10,0.833333333,11.1,0.6,2.02,Medium Risk,Graduate,0
1,Single,1,Regular,1,5,Electrical Engg,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,4,Government Employee,6,Engineer,1,0,No,0,No,1,0,Female,1,Yes,20,20-25,0,0,6,6,6,12.66666667,0,0,6,8,6,13,0,25.66666667,12,12.83333333,9-12.9,0,12,12,1,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,8,Quota,1,5,Electrical Engg,1,Daytime,1,1,India,23,Specialized Training,14,Professional,10,Nurse,4,Government Employee,1,0,No,0,No,1,0,Female,0,No,21,20-25,0,0,6,6,6,12.5,0,0,6,6,6,12.66666667,0,25.16666667,12,12.58333333,9-12.9,0,12,12,1,7.6,2.6,0.32,Medium Risk,Graduate,0
1,Single,14,Scholarship,5,10,Physics,1,Daytime,1,10,Argentina,22,Trade,14,Professional,10,Nurse,8,Lawyer,1,0,No,1,Yes,0,0,Female,0,No,22,20-25,1,5,11,16,9,10.88888889,0,2,10,20,4,11.25,1,22.13888889,13,11.06944444,9-12.9,7,21,13,0.619047619,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,1,Regular,2,15,Psychology,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,6,Business,1,Worker,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,6,11,1,13,0,0,5,10,0,0,0,13,1,6.5,5-8.9,0,11,1,0.090909091,7.6,2.6,0.32,Medium Risk,Dropout,1
1,Single,8,Quota,1,14,English,1,Daytime,1,1,India,1,No Schooling,14,Professional,20,Lawyer,18,Researcher,1,0,No,0,No,1,0,Female,0,No,22,20-25,0,0,6,6,6,15.16666667,0,0,6,6,6,16,0,31.16666667,12,15.58333333,13+,0,12,12,1,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,3,International,2,16,Sociology,1,Daytime,1,1,India,13,IT Certification,14,Professional,4,Government Employee,4,Government Employee,1,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,6,8,6,12.66666667,0,0,6,7,6,12,0,24.66666667,12,12.33333333,9-12.9,0,12,12,1,12.7,3.7,-1.7,Medium Risk,Graduate,0
1,Single,1,Regular,1,2,IT,1,Daytime,1,1,India,22,Trade,28,Bachelor of Science,10,Nurse,10,Technician,1,0,No,1,Yes,1,1,Male,0,No,18,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,7.6,2.6,0.32,Medium Risk,Dropout,1
5,Separated,12,Evening Program,1,9,Mathematics,1,Daytime,1,1,India,13,IT Certification,14,Professional,10,Nurse,10,Technician,0,0,No,0,No,1,1,Male,0,No,26,26-30,0,0,5,9,5,12,0,0,5,5,5,10.2,0,22.2,10,11.1,9-12.9,0,10,10,1,11.1,0.6,2.02,Medium Risk,Enrolled,0
1,Single,12,Evening Program,1,17,Other,0,Evening,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,0,No,0,1,Male,0,No,36,>30,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,<5,0,10,0,0,12.7,3.7,-1.7,Medium Risk,Dropout,1
1,Single,9,Online,1,2,IT,1,Daytime,1,1,India,13,IT Certification,2,Primary,6,Business,6,Engineer,1,0,No,1,Yes,1,1,Male,1,Yes,20,20-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,12.4,0.5,1.79,Medium Risk,Graduate,0
2,Married,12,Evening Program,1,9,Mathematics,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,8,Lawyer,0,0,No,0,No,1,1,Male,0,No,30,26-30,0,0,5,8,2,11,0,0,5,6,4,11.5,0,22.5,6,11.25,9-12.9,0,10,6,0.6,15.5,2.8,-4.06,Medium Risk,Dropout,1
1,Single,14,Scholarship,1,4,Civil Engg,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,5,Private Employee,11,Professional,0,0,No,0,No,1,1,Male,0,No,24,20-25,0,0,6,7,6,15.71428571,0,0,6,10,6,15.9,0,31.61428571,12,15.80714286,13+,0,12,12,1,15.5,2.8,-4.06,Medium Risk,Dropout,1
1,Single,1,Regular,1,9,Mathematics,1,Daytime,1,1,India,19,Postgraduate,24,Short Courses,1,Housewife,1,Worker,0,0,No,0,No,1,1,Male,0,No,26,26-30,0,11,15,15,11,10.81818182,0,12,14,15,11,11.63636364,1,22.45454545,22,11.22727273,9-12.9,23,29,22,0.75862069,7.6,2.6,0.32,Medium Risk,Dropout,1
1,Single,1,Regular,1,9,Mathematics,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,10,Nurse,8,Lawyer,0,0,No,0,No,0,1,Male,0,No,19,<20,0,0,5,16,1,12,0,0,5,6,0,0,0,12,1,6,5-8.9,0,10,1,0.1,13.9,-0.3,0.79,Medium Risk,Dropout,1
5,Separated,12,Evening Program,1,10,Physics,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,10,Nurse,11,Professional,0,0,No,0,No,1,1,Male,0,No,34,>30,0,0,6,8,5,12.6,0,0,6,11,4,11.25,0,23.85,9,11.925,9-12.9,0,12,9,0.75,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,14,Scholarship,1,8,BioTech,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,2,Worker,2,Businessman,1,0,No,0,No,1,1,Male,0,No,33,>30,0,0,5,12,1,13,2,0,5,7,3,14,0,27,4,13.5,13+,0,10,4,0.4,9.4,-0.8,-3.12,High Risk,Enrolled,0
1,Single,8,Quota,6,9,Mathematics,1,Daytime,1,1,India,13,IT Certification,1,No Schooling,10,Nurse,5,Private Employee,1,0,No,0,No,1,1,Male,0,No,19,<20,0,0,5,8,5,11.6,1,0,5,10,4,10.75,0,22.35,9,11.175,9-12.9,0,10,9,0.9,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,8,Quota,5,7,Chemical Engg,1,Daytime,1,1,India,13,IT Certification,1,No Schooling,5,Private Employee,6,Engineer,1,0,No,1,Yes,0,1,Male,0,No,26,26-30,0,0,5,11,1,10,0,0,5,14,1,11,0,21,2,10.5,9-12.9,0,10,2,0.2,8.9,1.4,3.51,Low Risk,Dropout,1
1,Single,12,Evening Program,1,14,English,1,Daytime,1,1,India,23,Specialized Training,27,Bachelor of Arts,8,Professional,8,Lawyer,0,0,No,0,No,1,1,Male,0,No,29,26-30,0,0,6,7,1,14,0,0,6,6,0,0,0,14,1,7,5-8.9,0,12,1,0.083333333,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,8,Quota,5,7,Chemical Engg,1,Daytime,1,1,India,13,IT Certification,27,Bachelor of Arts,10,Nurse,8,Lawyer,1,0,No,0,No,1,1,Male,1,Yes,19,<20,0,0,5,9,5,12.6,0,0,5,8,2,12.5,0,25.1,7,12.55,9-12.9,0,10,7,0.7,8.9,1.4,3.51,Low Risk,Dropout,1
1,Single,8,Quota,1,2,IT,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,10,Nurse,10,Technician,1,0,No,0,No,1,1,Male,0,No,18,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,12.7,3.7,-1.7,Medium Risk,Dropout,1
1,Single,12,Evening Program,1,17,Other,0,Evening,12,1,India,13,IT Certification,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,0,No,0,1,Male,0,No,29,26-30,0,0,5,11,2,11.33333333,0,0,5,9,1,12,0,23.33333333,3,11.66666667,9-12.9,0,10,3,0.3,11.1,0.6,2.02,Medium Risk,Dropout,1
1,Single,14,Scholarship,1,11,Chemistry,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,0,No,1,1,Male,0,No,21,20-25,0,0,6,6,6,12.66666667,0,0,6,7,5,11.4,0,24.06666667,11,12.03333333,9-12.9,0,12,11,0.916666667,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,8,Quota,1,11,Chemistry,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,5,Private Employee,11,Professional,0,0,No,0,No,1,1,Male,0,No,19,<20,0,0,6,7,5,10.8,0,0,6,10,2,10.5,0,21.3,7,10.65,9-12.9,0,12,7,0.583333333,10.8,1.4,1.74,Medium Risk,Enrolled,0
1,Single,1,Regular,1,12,Economics,1,Daytime,1,1,India,23,Specialized Training,28,Bachelor of Science,6,Business,11,Professional,0,0,No,0,No,1,1,Male,0,No,20,20-25,0,0,7,14,5,12.87857143,0,0,8,15,7,11.85625,0,24.73482143,12,12.36741071,9-12.9,0,15,12,0.8,15.5,2.8,-4.06,Medium Risk,Graduate,0
1,Single,1,Regular,1,6,Electronics Engg,1,Daytime,1,1,India,3,Middle,1,No Schooling,3,Teacher,6,Engineer,0,0,No,0,No,1,1,Male,0,No,18,<20,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,<5,0,10,0,0,7.6,2.6,0.32,Medium Risk,Dropout,1
1,Single,8,Quota,3,5,Electrical Engg,1,Daytime,1,1,India,23,Specialized Training,27,Bachelor of Arts,6,Business,6,Engineer,1,0,No,0,No,1,1,Male,0,No,18,<20,0,0,6,6,6,12.83333333,0,0,6,8,5,11.4,0,24.23333333,11,12.11666667,9-12.9,0,12,11,0.916666667,15.5,2.8,-4.06,Medium Risk,Enrolled,0
1,Single,1,Regular,1,9,Mathematics,1,Daytime,1,1,India,19,Postgraduate,24,Short Courses,13,Student,13,Entrepreneur,0,0,No,1,Yes,1,1,Male,1,Yes,21,20-25,0,0,5,5,5,12.6,0,0,5,9,3,12.83333333,0,25.43333333,8,12.71666667,9-12.9,0,10,8,0.8,10.8,1.4,1.74,Medium Risk,Enrolled,0
1,Single,1,Regular,1,9,Mathematics,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,5,Private Employee,3,Teacher,1,0,No,0,No,1,1,Male,0,No,20,20-25,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,<5,0,10,0,0,8.9,1.4,3.51,Low Risk,Dropout,1
1,Single,12,Evening Program,1,7,Chemical Engg,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,0,No,1,1,Male,1,Yes,30,26-30,0,0,5,11,0,0,0,0,5,5,0,0,0,0,0,0,<5,0,10,0,0,12.7,3.7,-1.7,Medium Risk,Dropout,1
1,Single,9,Online,2,14,English,1,Daytime,1,1,India,22,Trade,28,Bachelor of Science,5,Private Employee,2,Businessman,1,0,No,0,No,1,1,Male,0,No,19,<20,0,0,6,6,6,14.16666667,0,0,6,6,6,14,0,28.16666667,12,14.08333333,13+,0,12,12,1,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,16,Sponsored,1,9,Mathematics,1,Daytime,1,1,India,1,No Schooling,14,Professional,10,Nurse,7,Doctor,1,0,No,0,No,1,1,Male,0,No,30,26-30,0,0,5,7,5,13.4,0,0,5,7,4,13.25,0,26.65,9,13.325,13+,0,10,9,0.9,8.9,1.4,3.51,Low Risk,Dropout,1
1,Single,1,Regular,1,9,Mathematics,1,Daytime,1,1,India,23,Specialized Training,1,No Schooling,6,Business,6,Engineer,1,0,No,0,No,1,1,Male,1,Yes,22,20-25,0,0,5,8,5,11.2,0,0,5,13,4,11.25,0,22.45,9,11.225,9-12.9,0,10,9,0.9,12.7,3.7,-1.7,Medium Risk,Graduate,0
1,Single,8,Quota,3,2,IT,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,6,Business,11,Professional,1,0,No,0,No,1,1,Male,0,No,22,20-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,8,Quota,4,5,Electrical Engg,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,10,Nurse,11,Professional,1,0,No,1,Yes,0,1,Male,0,No,19,<20,0,0,6,6,6,12.66666667,0,0,6,8,5,11.8,0,24.46666667,11,12.23333333,9-12.9,0,12,11,0.916666667,11.1,0.6,2.02,Medium Risk,Dropout,1
1,Single,8,Quota,2,14,English,1,Daytime,1,1,India,1,No Schooling,14,Professional,6,Business,4,Government Employee,1,0,No,0,No,1,1,Male,0,No,21,20-25,0,0,5,7,3,12.33333333,0,0,5,5,4,11.25,0,23.58333333,7,11.79166667,9-12.9,0,10,7,0.7,7.6,2.6,0.32,Medium Risk,Dropout,1
1,Single,8,Quota,4,6,Electronics Engg,1,Daytime,1,1,India,23,Specialized Training,28,Bachelor of Science,23,Researcher,30,Factory Worker,0,0,No,0,No,1,1,Male,0,No,21,20-25,0,0,5,7,4,12.25,0,0,5,7,5,12,0,24.25,9,12.125,9-12.9,0,10,9,0.9,7.6,2.6,0.32,Medium Risk,Graduate,0
1,Single,15,Reserved Category,1,2,IT,1,Daytime,14,1,India,13,IT Certification,28,Bachelor of Science,10,Nurse,10,Technician,1,0,No,1,Yes,1,1,Male,1,Yes,21,20-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,15.5,2.8,-4.06,Medium Risk,Dropout,1
